name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
copenhagen,2007-09-02,18.9,12.1,15.6,18.9,12.1,15.6,12.7,82.6,5.896,100,12.5,rain,0,0,55.4,35.7,245.1,1008.2,86.4,12.3,,,,,2007-09-02T06:15:29,2007-09-02T20:02:18,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-03,15.9,11,13.1,15.9,11,13.1,7.9,72.3,0.576,100,8.33,rain,0,0,55.4,37.3,280.8,1004,69.2,12.6,,,,,2007-09-03T06:17:25,2007-09-03T19:59:44,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-04,14.6,9,11.8,14.6,6.7,11.3,6.2,69.3,0.125,100,12.5,rain,0,0,63,30.9,338.4,1011.9,44,13.1,,,,,2007-09-04T06:19:20,2007-09-04T19:57:10,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-05,17.9,7.5,12.5,17.9,5.8,12.2,7.8,74.2,0,0,0,,0,0,,22.8,334.3,1023.6,38.6,15.2,,,,,2007-09-05T06:21:16,2007-09-05T19:54:35,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-06,17.9,12,15.1,17.9,12,15.1,11,77.6,0.127,100,8.33,rain,0,0,,24.6,295.6,1021.3,90.8,10.5,,,,,2007-09-06T06:23:11,2007-09-06T19:52:00,0.82,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-07,19.9,12.1,16,19.9,12.1,16,11.9,77.9,0,0,0,,0,0,,23,312.7,1019.7,73.4,11.7,,,,,2007-09-07T06:25:06,2007-09-07T19:49:25,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-08,18.2,14,15.6,18.2,14,15.6,11.9,79.4,0.021,100,4.17,rain,0,0,,37.3,289.9,1012.7,76.9,12.1,,,,,2007-09-08T06:27:02,2007-09-08T19:46:49,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-09,17.8,11.9,14.5,17.8,11.9,14.5,9.6,73.6,0,0,0,,0,0,44.6,32.2,331.4,1011,48,13,,,,,2007-09-09T06:28:57,2007-09-09T19:44:13,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-10,15.9,10,12.9,15.9,10,12.9,10.2,84.3,14.679,100,75,rain,0,0,,30.4,269.3,1002,78.6,12.1,,,,,2007-09-10T06:30:52,2007-09-10T19:41:36,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-11,17,9,13.2,17,7.1,12.8,10.1,82.9,0,0,0,,0,0,,25.9,345.8,1011.6,56.7,12.5,,,,,2007-09-11T06:32:47,2007-09-11T19:38:59,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-12,17.1,9.2,13.2,17.1,8.1,13.2,9.9,80.8,0,0,0,,0,0,,32.6,281.4,1017.9,68.7,11.5,,,,,2007-09-12T06:34:43,2007-09-12T19:36:22,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-13,18,9.9,13.2,18,7.7,13,9.4,78.8,0,0,0,,0,0,,17.4,267.9,1020.9,31.5,11.4,,,,,2007-09-13T06:36:38,2007-09-13T19:33:45,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-14,15,8.2,12.3,15,6.4,12,9.7,84.4,2.894,100,33.33,rain,0,0,,33.2,233.3,1012.1,69.1,12,,,,,2007-09-14T06:38:33,2007-09-14T19:31:08,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-15,14,9.1,11.4,14,5.7,10.5,4.5,63,0.028,100,4.17,rain,0,0,64.8,45.3,290.7,1011.5,56.8,12,,,,,2007-09-15T06:40:28,2007-09-15T19:28:30,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-16,18,9.2,13.9,18,6.6,13.8,10.2,78.6,0.451,100,4.17,rain,0,0,53.6,32.4,233,1011.1,74.3,11.1,,,,,2007-09-16T06:42:24,2007-09-16T19:25:53,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-17,17.9,13.1,15.6,17.9,13.1,15.6,12.1,80.6,0.602,100,16.67,rain,0,0,,25,236,1003.9,76.2,11.4,,,,,2007-09-17T06:44:19,2007-09-17T19:23:15,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-18,14.8,8.9,12.2,14.8,6.3,11.8,8.5,79.1,1.597,100,37.5,rain,0,0,,30.4,292.3,1005.2,71.9,12.4,,,,,2007-09-18T06:46:14,2007-09-18T19:20:37,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-19,14,6.1,10.8,14,3,9.7,6.8,76.9,1.024,100,4.17,rain,0,0,,35.1,245.5,1013.8,67.6,12.5,,,,,2007-09-19T06:48:10,2007-09-19T19:17:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-20,15,11.7,13.4,15,11.7,13.4,11.8,89.8,4.032,100,58.33,rain,0,0,,33.5,222.5,1012.7,91.9,8.5,,,,,2007-09-20T06:50:05,2007-09-20T19:15:22,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-21,16.9,13.1,15.3,16.9,13.1,15.3,13,86.2,0.675,100,8.33,rain,0,0,,29.7,223.9,1015.6,86.3,10.3,,,,,2007-09-21T06:52:01,2007-09-21T19:12:44,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-22,17.9,11,15,17.9,11,15,11.1,78.3,0.271,100,4.17,rain,0,0,,24.4,251,1017.9,72.2,12,,,,,2007-09-22T06:53:57,2007-09-22T19:10:06,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-23,16.5,9,13.4,16.5,8.1,13.2,12,91.5,0,0,0,,0,0,,19.3,176.9,1022.2,42.2,6.7,,,,,2007-09-23T06:55:53,2007-09-23T19:07:28,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-24,18.3,13.8,16.1,18.3,13.8,16.1,12.7,80.3,0.073,100,4.17,rain,0,0,,28,158.7,1014.2,22.2,10,,,,,2007-09-24T06:57:49,2007-09-24T19:04:50,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-25,15,10.6,12.7,15,10.6,12.7,11,89.4,9.515,100,50,rain,0,0,,18.9,216.3,1010,78.6,11.3,,,,,2007-09-25T06:59:45,2007-09-25T19:02:13,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-26,14.9,9.8,12.1,14.9,8.4,12,9.8,86.2,0.027,100,4.17,rain,0,0,,20.1,193.8,1012.3,54.6,10.6,,,,,2007-09-26T07:01:41,2007-09-26T18:59:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-27,14.9,8.6,11.8,14.9,7,11.6,9.4,85.3,0,0,0,,0,0,,25.1,58.7,1018.6,50.1,9,,,,,2007-09-27T07:03:38,2007-09-27T18:56:58,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-28,13.9,11.9,12.5,13.9,11.9,12.5,10.2,85.8,0.407,100,16.67,rain,0,0,,36.1,54.7,1014.4,96.5,12,,,,,2007-09-28T07:05:35,2007-09-28T18:54:21,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-29,14.1,12,13,14.1,12,13,11.4,89.9,9.229,100,41.67,rain,0,0,,34.9,100.7,1004.9,90.4,11.4,,,,,2007-09-29T07:07:32,2007-09-29T18:51:44,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-30,15,12.9,13.6,15,12.9,13.6,11.9,89.5,1.631,100,37.5,rain,0,0,,29.7,195.5,1013.7,90,11.6,,,,,2007-09-30T07:09:29,2007-09-30T18:49:08,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-01,14,11.1,12.5,14,11.1,12.5,10.2,85.5,0.375,100,16.67,rain,0,0,,21.2,253.9,1023.1,90,12.5,,,,,2007-10-01T07:11:26,2007-10-01T18:46:32,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-02,13.9,8.1,11.1,13.9,7.6,11,8.3,82.6,0,0,0,,0,0,,10.6,275.9,1022.3,66.9,12.1,,,,,2007-10-02T07:13:24,2007-10-02T18:43:56,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-03,15,5.1,10,15,4.2,9.4,7.7,86.9,0,0,0,,0,0,,10.7,278.2,1022.4,55.4,8.6,,,,,2007-10-03T07:15:22,2007-10-03T18:41:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-04,14.1,6.6,11,14.1,6.6,10.8,8.7,86.7,5.375,100,16.67,rain,0,0,,26.4,134.7,1020.6,54.7,9.8,,,,,2007-10-04T07:17:20,2007-10-04T18:38:45,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-05,16,10.6,12.6,16,10.6,12.6,10,84.8,5.835,100,16.67,rain,0,0,,21.9,46.8,1022.8,64.7,11.2,,,,,2007-10-05T07:19:18,2007-10-05T18:36:10,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-06,15.1,7.4,11.2,15.1,6.2,10.9,7.8,80.9,0,0,0,,0,0,,13.8,355.3,1025.8,35.2,10.8,,,,,2007-10-06T07:21:17,2007-10-06T18:33:36,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-07,13.9,6.9,10.5,13.9,5.4,10.1,8.1,86,0.035,100,12.5,rain,0,0,,21.7,266.2,1021.3,60.3,8,,,,,2007-10-07T07:23:16,2007-10-07T18:31:02,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-08,13,5.9,10.8,13,4.5,10.2,6.2,74.1,0.168,100,4.17,rain,0,0,,24.8,294.3,1018.7,51.4,12.5,,,,,2007-10-08T07:25:15,2007-10-08T18:28:28,0.9,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-09,10.1,3.3,7.9,10.1,1.1,7,4.2,78.1,0.052,100,4.17,rain,0,0,,10.3,270.4,1024.4,85.6,11.5,,,,,2007-10-09T07:27:15,2007-10-09T18:25:55,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-10,10.9,8.1,9.7,10.9,7.3,9.1,4.8,71.6,0,0,0,,0,0,,17.5,251.2,1025.2,99,11.8,,,,,2007-10-10T07:29:15,2007-10-10T18:23:23,0.97,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-11,12.9,7.8,10.6,12.9,7,10,8,84.2,0.549,100,12.5,rain,0,0,,36.7,247.7,1021.4,93.3,11.1,,,,,2007-10-11T07:31:15,2007-10-11T18:20:51,0,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-12,14.8,6.7,11.2,14.8,3.1,10.3,7.1,76.4,1.18,100,8.33,rain,0,0,,36.2,327.9,1013.9,70.7,12.8,,,,,2007-10-12T07:33:16,2007-10-12T18:18:20,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-13,9.1,2.7,5.9,8.7,0,4.1,-0.2,66.4,0,0,0,,0,0,,21.2,87.9,1028.8,68.1,12.8,,,,,2007-10-13T07:35:17,2007-10-13T18:15:50,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-14,13,2.9,8.1,13,0.8,6.8,4.4,78.4,0,0,0,,0,0,,21.3,208.6,1025.7,30,11.5,,,,,2007-10-14T07:37:18,2007-10-14T18:13:20,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-15,13.4,6.8,10,13.4,4.6,9.1,7.3,83.7,0,0,0,,0,0,,15.9,202.9,1015.6,46.7,10.6,,,,,2007-10-15T07:39:20,2007-10-15T18:10:51,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-16,14,9.9,12.6,14,8.7,12.6,10.7,88.3,0.159,100,4.17,rain,0,0,,25.2,225.5,1012,87.1,5.4,,,,,2007-10-16T07:41:21,2007-10-16T18:08:23,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-17,13,9,11.6,13,6.8,11.4,10.3,91.9,5.061,100,25,rain,0,0,,27.7,246.6,1009.7,90,7.4,,,,,2007-10-17T07:43:24,2007-10-17T18:05:55,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-18,11,6.2,8.5,11,3.6,6.5,4,75.5,0,0,0,,0,0,44.6,32.3,319.5,1015.1,40.5,12.8,,,,,2007-10-18T07:45:26,2007-10-18T18:03:29,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-19,8.1,3.8,6.6,5,0.5,3.3,-0.4,61.1,0,0,0,,0,0,,33.8,350.1,1027.8,45.4,14,,,,,2007-10-19T07:47:29,2007-10-19T18:01:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-20,8.9,1.6,6,7.8,-0.9,4.1,1.8,75,0,0,0,,0,0,,16.3,309.3,1033.3,73.2,13,,,,,2007-10-20T07:49:33,2007-10-20T17:58:39,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-21,9.1,5,7.3,7.4,2.5,5,3.3,76.3,0,0,0,,0,0,,20,104.9,1031.4,65.1,12.6,,,,,2007-10-21T07:51:36,2007-10-21T17:56:15,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-22,8.1,4.5,6.3,7.9,2.1,5.4,1.8,73,0,0,0,,0,0,,12,85.2,1033.2,67.5,12.1,,,,,2007-10-22T07:53:40,2007-10-22T17:53:52,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-23,9,2.8,6.2,6.7,0,3.6,2.5,77.7,0,0,0,,0,0,,22.1,55.1,1032.6,64.2,13.6,,,,,2007-10-23T07:55:44,2007-10-23T17:51:30,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-24,9.9,6,7.3,7.3,2.2,4.3,4.1,80.7,0,0,0,,0,0,,23.5,52.7,1032.2,72,12.5,,,,,2007-10-24T07:57:49,2007-10-24T17:49:10,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-25,10.1,4.9,7.3,10.1,1.4,4.7,5.4,87.9,0,0,0,,0,0,,17.2,58.2,1030.4,69.8,10.9,,,,,2007-10-25T07:59:54,2007-10-25T17:46:51,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-26,11,8,9.3,11,5.5,7.8,6.7,83.6,0,0,0,,0,0,,21,103.2,1027.7,94.9,9.7,,,,,2007-10-26T08:01:59,2007-10-26T17:44:32,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-27,10.9,8.9,9.8,10.9,6.7,9.1,8,88.4,0,0,0,,0,0,,14,115.2,1026,81.1,6.1,,,,,2007-10-27T08:04:04,2007-10-27T17:42:15,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-10-28,10.1,6,8.7,10.1,3.7,6.5,5.8,82,0,0,0,,0,0,,34.5,201.8,1021.4,73,8,,,,,2007-10-28T07:06:10,2007-10-28T16:40:00,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06170099999,02635099999"
copenhagen,2007-10-29,9.1,8,9,8.1,4.3,6.2,7.7,92.2,22.61,100,25,rain,0,0,,35.3,201.2,1010.9,93,6.8,,,,,2007-10-29T07:08:15,2007-10-29T16:37:45,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,06170099999,02635099999"
copenhagen,2007-10-30,11.1,6,8.7,11.1,3.3,7.4,6.7,87.5,3.366,100,12.5,rain,0,0,,20.5,286.2,1011.4,59.5,7.9,,,,,2007-10-30T07:10:21,2007-10-30T16:35:33,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06170099999,02635099999"
copenhagen,2007-10-31,11.1,6,8.7,11.1,2.6,7.4,6.9,88.4,0.357,100,12.5,rain,0,0,,25.9,253.3,1020.7,72.9,9.7,,,,,2007-10-31T07:12:27,2007-10-31T16:33:21,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06170099999,02635099999"
copenhagen,2007-11-01,14.1,11,12.2,14.1,11,12.2,10.3,88.4,0.143,100,12.5,rain,0,0,,31.2,262.9,1021.1,88.4,10.1,,,,,2007-11-01T07:14:33,2007-11-01T16:31:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-02,10.9,5.9,8.4,10.9,3.4,7.5,6.1,85.3,0.084,100,4.17,rain,0,0,,13.7,271,1027.2,88.3,11.5,,,,,2007-11-02T07:16:40,2007-11-02T16:29:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-03,12,6.8,10,12,4.4,8.7,7.3,83.8,0.202,100,4.17,rain,0,0,,41.3,283.4,1017.1,86.2,10.5,,,,,2007-11-03T07:18:46,2007-11-03T16:26:56,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-04,9.1,5.2,7.6,6.7,3,5,3.7,76.3,0,0,0,,0,0,,23.6,357.6,1022.7,36.5,12.6,,,,,2007-11-04T07:20:52,2007-11-04T16:24:51,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-05,9,4.5,7,5.6,2.2,3.8,4.6,84.6,0.264,100,8.33,rain,0,0,,32.1,201,1022.3,72.1,12.6,,,,,2007-11-05T07:22:58,2007-11-05T16:22:47,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-06,8.1,4.1,6.8,5.3,0.4,3.1,3.7,81.1,10.193,100,37.5,rain,0,0,,32,285.3,1008.3,65.2,11.8,,,,,2007-11-06T07:25:05,2007-11-06T16:20:46,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-07,10,4,7.8,6.5,-0.4,3.9,4.5,80.2,2.64,100,37.5,rain,0,0,,37.8,285.2,1001.5,68.4,10.8,,,,,2007-11-07T07:27:11,2007-11-07T16:18:46,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-08,10,5,7.7,7.5,2,4.5,5.5,86.6,1.168,100,12.5,rain,0,0,,33.6,247.8,1000.9,74.2,10.9,,,,,2007-11-08T07:29:17,2007-11-08T16:16:48,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-09,8,3.1,5.6,3.7,-2.3,0.6,2.3,79.3,2.227,100,33.33,rain,0,0,64.8,43.7,282.2,990.7,82.3,12,,,,,2007-11-09T07:31:22,2007-11-09T16:14:52,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-10,5.8,1.1,3.6,2.7,-3,-0.4,-0.9,72.9,0.985,100,37.5,"rain,snow",0,0,,30.5,302.8,1000,37.6,13.2,,,,,2007-11-10T07:33:27,2007-11-10T16:12:58,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-11,6,-1.5,2,3.6,-5.2,-1.5,-1.1,81.6,1.285,100,12.5,"rain,snow",0,0,48.2,22.5,295.8,998.6,56.8,12.1,,,,,2007-11-11T07:35:32,2007-11-11T16:11:06,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-12,3.9,-0.2,2.3,0.2,-4.2,-1.7,-0.4,82.9,0.252,100,4.17,"rain,snow",0,0,,25,329.8,1005.1,61.7,13,,,,,2007-11-12T07:37:37,2007-11-12T16:09:16,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-13,3.9,1.8,2.8,0.3,-4,-1.7,-0.5,79.2,0.873,100,8.33,"rain,snow",0,0,,29.3,2.7,1005.3,84.7,13.7,,,,,2007-11-13T07:39:41,2007-11-13T16:07:29,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-14,2.8,0.6,1.7,-2.6,-5.8,-3.9,-2.2,75.6,0,0,0,,0,0,,33.1,21.4,1011.3,71.2,14.5,,,,,2007-11-14T07:41:45,2007-11-14T16:05:44,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-15,2.9,-2.1,1.2,1.9,-6,-2.2,-3,74,0,0,0,,0,0,,22.7,335.2,1022.1,69.3,13.1,,,,,2007-11-15T07:43:47,2007-11-15T16:04:01,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-16,7,2.9,4.7,4.6,-1.2,1.6,3.1,89.7,0,0,0,,0,0,,19.6,258.8,1019.3,84.6,10.6,,,,,2007-11-16T07:45:50,2007-11-16T16:02:21,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-17,8.9,6.9,7.4,7.4,4.3,5.3,6,91,0.105,100,4.17,rain,0,0,,14.8,268.8,1019.1,92.3,10.3,,,,,2007-11-17T07:47:51,2007-11-17T16:00:43,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-18,7.9,6.1,7,7,4,5.5,6,93.7,0.503,100,4.17,rain,0,0,,15.4,169.9,1018.5,93.8,5.6,,,,,2007-11-18T07:49:52,2007-11-18T15:59:07,0.29,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-19,6,4,5.2,2.5,-0.9,0.9,3.1,86.4,0,0,0,,0,0,,30.4,116.1,1017.4,89.9,8.2,,,,,2007-11-19T07:51:51,2007-11-19T15:57:35,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-20,5,4.8,4.9,2,0.7,1.3,2.9,86.8,0.028,100,4.17,rain,0,0,,21.3,131.5,1017.9,90.6,6.4,,,,,2007-11-20T07:53:50,2007-11-20T15:56:05,0.36,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-21,5,4,4.8,1.2,-0.5,0.5,2.7,86.1,0,0,0,,0,0,,29.7,127.7,1012.7,91,8.9,,,,,2007-11-21T07:55:47,2007-11-21T15:54:37,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-22,8.1,4.9,6.8,6.6,1.8,4.4,5.5,91.6,0.007,100,4.17,rain,0,0,,18.9,186.6,1007,88.9,4.3,,,,,2007-11-22T07:57:43,2007-11-22T15:53:13,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
